text,sentiment_compound,sentiment_label,distortion_always_negative,distortion_expecting_worst,distortion_blaming_yourself,distortion_assuming_others,distortion_all_or_nothing,consecutive_negative_days,risk_level
I had a good time with my friends.,0.535,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.092,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.033,Neutral,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.175,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.346,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.529,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.011,Neutral,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.175,Negative,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.739,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.036,Neutral,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.085,Neutral,0,0,0,0,0,7,Medium
They probably think I'm stupid.,-0.894,Negative,0,1,0,0,1,6,High
"If it's not perfect, it's a total failure.",-0.52,Negative,0,1,0,0,0,6,Medium
"I will never succeed, this always happens.",-0.607,Negative,1,1,0,0,0,6,High
I had a good time with my friends.,0.189,Positive,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.299,Negative,0,0,0,0,0,1,Medium
"I guess today was okay, just normal.",0.097,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.011,Neutral,0,0,0,0,0,7,Medium
They probably think I'm stupid.,-0.663,Negative,0,1,0,0,0,6,Medium
I had a good time with my friends.,0.384,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.368,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.318,Negative,1,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.594,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.138,Negative,0,0,0,0,0,5,Medium
It's my fault they are mad at me.,-0.429,Negative,0,0,1,0,0,6,Medium
"I guess today was okay, just normal.",-0.096,Neutral,0,0,0,0,0,6,Medium
"I feel great today, everything went well.",0.926,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.182,Positive,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.881,Negative,0,0,0,1,1,6,High
"I guess today was okay, just normal.",0.06,Neutral,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.55,Negative,0,1,0,0,0,2,Medium
"I guess today was okay, just normal.",0.025,Neutral,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.686,Negative,1,0,0,1,1,7,High
"I guess today was okay, just normal.",0.085,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.394,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.088,Neutral,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.013,Neutral,0,0,0,0,0,7,Medium
I am so stressed and tired of this.,-0.906,Negative,0,1,0,0,0,6,Medium
Things are getting better step by step.,0.848,Positive,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.662,Negative,1,1,0,0,0,5,High
It's my fault they are mad at me.,-0.204,Negative,0,0,0,1,0,4,Medium
"I guess today was okay, just normal.",-0.045,Neutral,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.954,Negative,0,1,0,0,0,2,Medium
"I guess today was okay, just normal.",0.076,Neutral,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.543,Negative,1,1,0,1,0,1,Medium
"I guess today was okay, just normal.",0.02,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.041,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.016,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.049,Neutral,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.918,Negative,1,0,0,1,1,5,High
"I guess today was okay, just normal.",0.022,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.763,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.719,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.525,Negative,1,0,1,0,0,6,High
"I guess today was okay, just normal.",-0.071,Neutral,0,0,0,0,0,7,Medium
"I feel great today, everything went well.",0.778,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.079,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.098,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.059,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.743,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.957,Negative,1,0,0,0,0,4,Medium
Things are getting better step by step.,0.629,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.47,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.908,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.048,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.038,Neutral,0,0,0,0,0,4,Medium
They probably think I'm stupid.,-0.89,Negative,0,0,0,0,0,6,Medium
I had a good time with my friends.,0.495,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.031,Neutral,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.653,Negative,1,0,1,1,1,7,High
"I feel great today, everything went well.",0.236,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.019,Neutral,0,0,0,0,0,0,Low
It's my fault they are mad at me.,-0.33,Negative,1,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.086,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.95,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.035,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.039,Neutral,0,0,0,0,0,7,Medium
I am so stressed and tired of this.,-0.108,Negative,0,0,0,0,0,7,Medium
It's my fault they are mad at me.,-0.63,Negative,0,1,0,1,0,2,Medium
"I guess today was okay, just normal.",-0.092,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.005,Neutral,0,0,0,0,0,5,Medium
I am so stressed and tired of this.,-0.796,Negative,0,0,0,1,0,7,Medium
"I guess today was okay, just normal.",0.047,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.64,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.443,Negative,0,0,0,1,0,6,Medium
"I will never succeed, this always happens.",-0.293,Negative,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",0.032,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.967,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.808,Negative,1,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.068,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.985,Positive,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.57,Negative,1,1,1,0,0,7,High
They probably think I'm stupid.,-0.504,Negative,0,1,0,0,1,2,Medium
"I feel great today, everything went well.",0.34,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.366,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.694,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.432,Negative,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",0.065,Neutral,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.874,Negative,0,1,1,1,1,6,High
They probably think I'm stupid.,-0.733,Negative,0,0,0,1,0,5,Medium
"I guess today was okay, just normal.",0.076,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.292,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.017,Neutral,0,0,0,0,0,6,Medium
I am so stressed and tired of this.,-0.383,Negative,1,0,0,0,0,6,Medium
I am so stressed and tired of this.,-0.498,Negative,1,0,1,0,0,1,Medium
"I guess today was okay, just normal.",-0.029,Neutral,0,0,0,0,0,7,Medium
Things are getting better step by step.,0.399,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.015,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.021,Neutral,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.391,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.781,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.654,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.388,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.33,Positive,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.884,Negative,1,0,0,0,0,3,Medium
"I guess today was okay, just normal.",0.061,Neutral,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.926,Negative,1,0,1,1,0,4,High
They probably think I'm stupid.,-0.556,Negative,0,0,0,0,1,7,Medium
"I guess today was okay, just normal.",0.072,Neutral,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.377,Negative,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.095,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.529,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.028,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.933,Negative,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",-0.039,Neutral,0,0,0,0,0,4,Medium
"I feel great today, everything went well.",0.814,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.099,Neutral,0,0,0,0,0,0,Low
Things are getting better step by step.,0.573,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.559,Negative,1,0,1,0,0,5,High
"I guess today was okay, just normal.",0.082,Neutral,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.427,Negative,1,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.88,Negative,1,1,0,1,0,7,High
"I guess today was okay, just normal.",-0.017,Neutral,0,0,0,0,0,3,Medium
Things are getting better step by step.,0.987,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.065,Neutral,0,0,0,0,0,4,Medium
"If it's not perfect, it's a total failure.",-0.506,Negative,1,1,1,0,0,6,High
I had a good time with my friends.,0.867,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.947,Positive,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.737,Negative,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",0.023,Neutral,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.264,Negative,0,0,0,1,0,2,Medium
"If it's not perfect, it's a total failure.",-0.951,Negative,0,1,1,0,1,1,Medium
I am so stressed and tired of this.,-0.362,Negative,1,0,0,0,0,3,Medium
They probably think I'm stupid.,-0.983,Negative,1,1,0,0,1,2,Medium
"I feel great today, everything went well.",0.729,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.581,Positive,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.393,Negative,1,0,1,1,0,6,Medium
"I will never succeed, this always happens.",-0.968,Negative,1,0,1,0,1,1,Medium
"I guess today was okay, just normal.",0.065,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.048,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.091,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.926,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.744,Negative,1,1,1,0,0,5,High
It's my fault they are mad at me.,-0.816,Negative,0,0,1,0,1,4,High
"I guess today was okay, just normal.",0.003,Neutral,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.222,Negative,0,0,0,0,0,3,Medium
It's my fault they are mad at me.,-0.474,Negative,1,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.097,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.305,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.771,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.082,Neutral,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.199,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.702,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.742,Positive,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.113,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.058,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.018,Neutral,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.667,Negative,1,1,0,0,0,7,High
"I guess today was okay, just normal.",0.078,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.031,Neutral,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",0.092,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.009,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.068,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.656,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.097,Neutral,0,0,0,0,0,7,Medium
"Nothing matters anymore, it's all ruined.",-0.868,Negative,1,1,1,0,1,4,High
"I feel great today, everything went well.",0.548,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.084,Neutral,0,0,0,0,0,5,Medium
"I feel great today, everything went well.",0.65,Positive,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.507,Negative,1,0,0,0,1,5,High
"Nothing matters anymore, it's all ruined.",-0.892,Negative,1,0,1,0,0,7,High
"I will never succeed, this always happens.",-0.285,Negative,0,0,1,1,0,1,Medium
It's my fault they are mad at me.,-0.191,Negative,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",0.082,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.054,Neutral,0,0,0,0,0,6,Medium
It's my fault they are mad at me.,-0.694,Negative,1,0,1,0,0,3,High
Things are getting better step by step.,0.84,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.01,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.038,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.057,Neutral,0,0,0,0,0,5,Medium
"I will never succeed, this always happens.",-0.323,Negative,0,0,1,0,0,1,Medium
"Nothing matters anymore, it's all ruined.",-0.46,Negative,1,0,1,1,0,4,Medium
Things are getting better step by step.,0.742,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.869,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.013,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.088,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.095,Neutral,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",0.054,Neutral,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.987,Negative,0,1,0,1,0,7,High
"I feel great today, everything went well.",0.301,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.777,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.068,Neutral,0,0,0,0,0,3,Medium
They probably think I'm stupid.,-0.797,Negative,0,1,0,0,1,7,High
"If it's not perfect, it's a total failure.",-0.933,Negative,1,0,1,0,1,1,Medium
"I feel great today, everything went well.",0.907,Positive,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.885,Negative,1,1,0,0,1,5,High
"Nothing matters anymore, it's all ruined.",-0.889,Negative,0,0,0,0,1,6,Medium
"I guess today was okay, just normal.",0.05,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.061,Neutral,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.73,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.039,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.042,Neutral,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.285,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.213,Negative,0,0,1,0,0,1,Medium
"I guess today was okay, just normal.",-0.006,Neutral,0,0,0,0,0,6,Medium
Things are getting better step by step.,0.856,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.089,Neutral,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.009,Neutral,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.096,Neutral,0,0,0,0,0,5,Medium
"I will never succeed, this always happens.",-0.849,Negative,1,1,1,1,0,5,High
I am so stressed and tired of this.,-0.59,Negative,1,1,0,0,0,3,High
I had a good time with my friends.,0.99,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.077,Neutral,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.826,Negative,0,0,0,1,1,7,High
It's my fault they are mad at me.,-0.408,Negative,0,1,1,0,0,7,Medium
"I guess today was okay, just normal.",-0.068,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.088,Neutral,0,0,0,0,0,7,Medium
Things are getting better step by step.,0.934,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.734,Negative,1,1,1,0,0,1,Medium
"I guess today was okay, just normal.",-0.019,Neutral,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",-0.051,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.084,Neutral,0,0,0,0,0,5,Medium
"I feel great today, everything went well.",0.11,Positive,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.681,Negative,0,0,1,0,1,3,High
"I will never succeed, this always happens.",-0.468,Negative,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.084,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.244,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.968,Positive,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.161,Negative,0,0,0,0,0,3,Medium
Things are getting better step by step.,0.292,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.798,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.073,Neutral,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.069,Neutral,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.644,Positive,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.54,Negative,1,1,1,0,0,6,High
"I guess today was okay, just normal.",-0.058,Neutral,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.137,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.861,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.504,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.786,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.115,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.041,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.012,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.062,Neutral,0,0,0,0,0,6,Medium
It's my fault they are mad at me.,-0.615,Negative,0,1,0,0,1,7,High
I had a good time with my friends.,0.627,Positive,0,0,0,0,0,2,Medium
